session_id,target
1,0.002209775993230917
2,4.809310211954747e-09
3,1.8726098549210075e-08
4,2.3543098820415892e-08
5,3.130573547727255e-05
6,0.00021846054192158648
7,0.0005479201522935164
8,0.0001322693367299797
9,0.000795179433976873
10,0.10313688295888448
11,3.0364964609276386e-05
12,8.643307120771421e-05
13,0.0004376162331825262
14,0.3576844540691264
15,5.020042121970292e-05
16,0.004009092860596906
17,0.015200512210263683
18,3.192475868501964e-05
19,0.0009340149335153372
20,2.729703711949487e-07
21,0.062309347684107216
22,5.553963670896039e-08
23,2.866728390468595e-05
24,0.00033863219759489477
25,0.07176797849934338
26,4.5981536138390495e-09
27,0.0006277886568959694
28,3.690718809726863e-07
29,0.01457166718252906
30,0.00011074618776520712
31,0.01367521266814862
32,0.04383362752804301
33,0.0006206247758187533
34,9.342637509954961e-08
35,0.013396191050381109
36,0.00032650920938116963
37,6.201904407765995e-09
38,1.3750092221988206e-08
39,0.00011074618776520712
40,2.9997725539592562e-05
41,0.000442596808729087
42,0.0012580013388800253
43,1.8722979105910646e-06
44,1.4062571387770962e-05
45,0.24364530749544594
46,8.730798043335787e-06
47,0.009254172896996248
48,0.0005912204494890414
49,2.5103011129611992e-05
50,9.502696970855936e-06
51,1.2406439191848947e-07
52,6.0108023422447065e-06
53,0.03573158716915001
54,0.00010328074372767664
55,6.1496268648383005e-06
56,0.0018047502046276925
57,1.177460292920322e-06
58,1.5453482715995217e-05
59,1.588602416334992e-05
60,6.634970218048679e-06
61,9.051798956785196e-06
62,0.0013678509768339602
63,1.5020909302811572e-05
64,3.21648222827176e-05
65,7.065210686757348e-06
66,1.1960007959401267e-07
67,0.0001960386151155421
68,0.0001569679871486645
69,0.09147713061053564
70,0.0001467272627507997
71,0.00027196382499820713
72,1.588602416334992e-05
73,0.030190312779918304
74,4.809310211954747e-09
75,2.8870591557888547e-05
76,0.000359980337642442
77,0.0001710378426969681
78,0.0015256883244285254
79,7.263805372949664e-06
80,0.00012247228012093165
81,2.3608303357397428e-05
82,3.911885172278418e-05
83,3.7348707278922194e-08
84,0.2497887725764469
85,1.3633707958677104e-05
86,6.215071341160401e-07
87,0.0011987282601668603
88,0.0005872710043086668
89,0.00031459746385109036
90,0.018070778398172976
91,0.00013072503018738283
92,9.616397211169185e-06
93,0.03279687819708435
94,0.0008488849538274429
95,0.03878261863771837
96,3.38664435826789e-08
97,9.706982368710838e-05
98,6.851976739701797e-05
99,2.182086606155917e-05
100,0.00010112346998297181
101,0.0005102752202934847
102,0.07066839414273648
103,0.0022696723257957093
104,0.002387595556375096
105,3.7347228920065074e-06
106,0.0002782215084668081
107,0.0003327605096606631
108,1.9318663448707146e-05
109,1.8135247795866354e-05
110,9.305217703719583e-05
111,0.00014645517486894152
112,2.575633008513429e-07
113,0.015397801369512703
114,6.678892539287242e-06
115,0.0001301249506304868
